cluster	gene
RHR	C2orf42
RHR	C2orf68
RHR	C4orf3
RHR	C5
RHR	C5orf56
RHR	C6orf106
RHR	C6orf15
RHR	C6orf195
RHR	C7orf10
RHR	C7orf43
RHR	C9orf53
RHR	C9orf66
RHR	CA10
RHR	CA5A
RHR	CAB39L
RHR	CABIN1
RHR	CACFD1
RHR	CACNA1B
RHR	CALB2
RHR	CALCOCO2
RHR	CALCRL
RHR	CALD1
RHR	CAMK2B
RHR	CAMK2G
RHR	CAMKV
RHR	CAMP
RHR	CAMTA1
RHR	CAPN9
RHR	CAPZA2
RHR	CARD9
RHR	CARKD
RHR	CARM1
RHR	CARS
RHR	CARS2
RHR	CASR
RHR	CATSPERG
RHR	CBLC
RHR	CCBL2
RHR	CCDC102A
RHR	CCDC151
RHR	CCDC157
RHR	CCDC159
RHR	CCDC181
RHR	CCDC19
RHR	CCDC30
RHR	CCDC38
RHR	CCDC41
RHR	CCDC41-AS1
RHR	CCDC63
RHR	CCDC84
RHR	CCDC85C
RHR	CCDC89
RHR	CCDC90B
RHR	CCDC92
RHR	CCDC97
RHR	CCHCR1
RHR	CCL17
RHR	CCL22
RHR	CCM2
RHR	CCNE2
RHR	CCNL1
RHR	CCR10
RHR	CCR2
RHR	CCR5
RHR	CCRL1
RHR	CCRL2
RHR	CCSER1
RHR	CCT6A
RHR	CCT8
RHR	CD109
RHR	CD248
RHR	CD2AP
RHR	CDC123
RHR	CDC20
RHR	CDC25A
RHR	CDC25C
RHR	CDC45
RHR	CDC7
RHR	CDC73
RHR	CDH11
RHR	CDH13
RHR	CDH17
RHR	CDH22
RHR	CDH23
RHR	CDHR4
RHR	CDK13
RHR	CDK5
RHR	CDKN1A
RHR	CDKN2A
RHR	CDKN2B
RHR	CDKN2B-AS1
RHR	CDKN2D
RHR	CDPF1
RHR	CDSN
RHR	CEACAM21
RHR	CEBPG
RHR	CELF1
RHR	CELF3
RHR	CELSR2
RHR	CENPN
RHR	CENPO
RHR	CEP120
RHR	CEP63
RHR	CEP70
RHR	CEP89
RHR	CER1
RHR	CERKL
RHR	CFDP1
RHR	CFTR
RHR	CGN
RHR	CH25H
RHR	CHAC1
RHR	CHCHD1
RHR	CHCHD2
RHR	CHD6
RHR	CHFR
RHR	CHP1
RHR	CHRNA3
RHR	CHRNA4
RHR	CHRNB2
RHR	CHRNB4
RHR	CHST5
RHR	CHST6
RHR	CIAPIN1
RHR	CKB
RHR	CKM
RHR	CLCN6
RHR	CLDN10
RHR	CLDN10-AS1
RHR	CLDN5
RHR	CLEC18C
RHR	CLEC7A
RHR	CLIC4
RHR	CLOCK
RHR	CLPS
RHR	CLPSL1
RHR	CLPSL2
RHR	CLPTM1
RHR	CLUH
RHR	CMC2
RHR	CMIP
RHR	CNBD2
RHR	CNNM2
RHR	CNOT1
RHR	CNTN2
RHR	CNTNAP1
RHR	CNTNAP2
RHR	CNTRL
RHR	COG2
RHR	COG4
RHR	COG5
RHR	COL18A1
RHR	COL20A1
RHR	COL2A1
RHR	COL4A1
RHR	COL4A2
RHR	COL4A2-AS1
RHR	COL6A3
RHR	COL9A2
RHR	COMMD1
RHR	COMMD2
RHR	COMT
RHR	COPRS
RHR	COQ5
RHR	COQ9
RHR	CORO1C
RHR	CORO6
RHR	COX8C
RHR	CPAMD8
RHR	CPLX3
RHR	CPLX4
RHR	CPNE1
RHR	CPNE7
RHR	CPSF2
RHR	CPSF3
RHR	CR1
RHR	CR1L
RHR	CRAMP1L
RHR	CRAT
RHR	CREB5
RHR	CREBRF
RHR	CRHR1
RHR	CRIPAK
RHR	CRISPLD1
RHR	CRNKL1
RHR	CRTAC1
RHR	CRYAB
RHR	CSF1
RHR	CSK
RHR	CSNK1G2
RHR	CSNK1G2-AS1
RHR	CSNK1G3
RHR	CTAGE1
RHR	CTNNA3
RHR	CTPS1
RHR	CTRB1
RHR	CTRB2
RHR	CTSA
RHR	CTSH
RHR	CTSK
RHR	CTSS
RHR	CTTN
RHR	CTTNBP2
RHR	CUX2
RHR	CWC27
RHR	CWF19L2
RHR	CX3CL1
RHR	CXCL12
RHR	CXCL16
RHR	CYB561D1
RHR	CYBRD1
RHR	CYFIP2
RHR	CYP17A1
RHR	CYP20A1
RHR	CYP26A1
RHR	CYP26C1
RHR	CYP27C1
RHR	CYP2S1
RHR	CYP3A4
RHR	CYP3A43
RHR	CYP3A5
RHR	CYP3A7
RHR	CYP3A7-CYP3AP1
RHR	CYP46A1
RHR	DAB2IP
RHR	DAG1
RHR	DAGLB
RHR	DAPK2
RHR	DBH
RHR	DBH-AS1
RHR	DBIL5P2
RHR	DBR1
RHR	DCAF16
RHR	DCAF17
RHR	DCAF5
RHR	DCLRE1B
RHR	DCPS
RHR	DDT
RHR	DDTL
RHR	DDX59
RHR	DENND1B
RHR	DENND4C
RHR	DENND5A
RHR	DENND5B
RHR	DFNB31
RHR	DHDDS
RHR	DHODH
RHR	DHRS11
RHR	DHRS12
RHR	DHX30
RHR	DHX36
RHR	DHX37
RHR	DHX38
RHR	DHX58
RHR	DHX8
RHR	DIAPH1
RHR	DIRC3
RHR	DISP1
RHR	DIXDC1
RHR	DLAT
RHR	DLG2
RHR	DLGAP1
RHR	DLGAP1-AS3
RHR	DLL4
RHR	DLST
RHR	DMPK
RHR	DMWD
RHR	DNAH10
RHR	DNAJB2
RHR	DNAJC13
RHR	DNAJC18
RHR	DNALI1
RHR	DNLZ
RHR	DNM2
RHR	DNMT3A
RHR	DNPEP
RHR	DOCK4
RHR	DOCK5
RHR	DOCK6
RHR	DOCK8
RHR	DOCK9
RHR	DOK4
RHR	DOK7
RHR	DOLPP1
RHR	DPAGT1
RHR	DPEP1
RHR	DPF3
RHR	DPH2
RHR	DPT
RHR	DPY19L1
RHR	DPY19L2P1
RHR	DPY19L4
RHR	DPYD
RHR	DPYSL2
RHR	DRC1
RHR	DRG2
RHR	DSTN
RHR	DTNA
RHR	DUPD1
RHR	DUS4L
RHR	DUSP13
RHR	DUSP4
RHR	DUSP6
RHR	DYDC1
RHR	DYDC2
RHR	DYNC2LI1
RHR	DYNLL1
RHR	DYNLL1-AS1
RHR	DYSF
RHR	DZIP1
RHR	EBF1
RHR	EBNA1BP2
RHR	ECM1
RHR	ECSCR
RHR	EDARADD
RHR	EDEM2
RHR	EDEM3
RHR	EDNRA
RHR	EFCAB13
RHR	EFCAB5
RHR	EGR2
RHR	EHBP1
RHR	EHBP1L1
RHR	EHMT1
RHR	EIF2AK2
RHR	EIF2B2
RHR	EIF3A
RHR	EIF3E
RHR	ELFN1
RHR	ELL
RHR	ELOVL1
RHR	EMC2
RHR	EMG1
RHR	EMILIN3
RHR	EML1
RHR	EML2
RHR	ENO2
RHR	ENSA
RHR	EPB41L1
RHR	EPB41L4A
RHR	EPB41L4A-AS1
RHR	EPB41L4B
RHR	EPOR
RHR	EPT1
RHR	ERAP2
RHR	ERBB2
RHR	ERCC3
RHR	ERG
RHR	ERP29
RHR	ESYT3
RHR	ETS1
RHR	ETS2
RHR	ETV1
RHR	ETV4
RHR	EXD1
RHR	EXOC3L2
RHR	EXOC6
RHR	EXOSC5
RHR	EXTL1
RHR	EYA3
RHR	F2
RHR	FABP2
RHR	FADS1
RHR	FADS2
RHR	FADS3
RHR	FAIM
RHR	FAM109A
RHR	FAM109B
RHR	FAM117B
RHR	FAM118B
RHR	FAM120A
RHR	FAM120AOS
RHR	FAM129A
RHR	FAM134C
RHR	FAM13B
RHR	FAM154A
RHR	FAM177A1
RHR	FAM177B
RHR	FAM189A1
RHR	FAM19A1
RHR	FAM212A
RHR	FAM213A
RHR	FAM216B
RHR	FAM220A
RHR	FAM222B
RHR	FAM228A
RHR	FAM228B
RHR	FAM46C
RHR	FAM53C
RHR	FAM60A
RHR	FAM73B
RHR	FAM89B
RHR	FANCE
RHR	FARP1
RHR	FASTKD5
RHR	FBF1
RHR	FBLN7
RHR	FBN2
RHR	FBRSL1
RHR	FBXL22
RHR	FBXO43
RHR	FBXO46
RHR	FCF1
RHR	FCHO1
RHR	FCHSD1
RHR	FDFT1
RHR	FDX1
RHR	FDXACB1
RHR	FER
RHR	FES
RHR	FGD5
RHR	FGD5-AS1
RHR	FGD6
RHR	FGF1
RHR	FGF5
RHR	FHIT
RHR	FHL3
RHR	FHL5
RHR	FKBP5
RHR	FLJ12825
RHR	FLJ14186
RHR	FLJ30679
RHR	FLJ31306
RHR	FLJ40194
RHR	FLJ42875
RHR	FLT1
RHR	FMN2
RHR	FMNL2
RHR	FN1
RHR	FNBP4
RHR	FNDC1
RHR	FNDC3B
RHR	FOLH1
RHR	FOLH1B
RHR	FOXC2
RHR	FOXK2
RHR	FOXL1
RHR	FOXP1
RHR	FOXP2
RHR	FOXRED1
RHR	FREM2
RHR	FREM3
RHR	FRMD4B
RHR	FRRS1L
RHR	FTMT
RHR	FTO
RHR	FUK
RHR	FURIN
RHR	FUT11
RHR	FZD4
RHR	G6PC
RHR	GAB1
RHR	GABARAPL1
RHR	GABRR2
RHR	GAL3ST4
RHR	GALNT16
RHR	GALNT2
RHR	GAP43
RHR	GATA4
RHR	GATC
RHR	GATS
RHR	GATSL3
RHR	GBAS
RHR	GBP3
RHR	GCK
RHR	GCKR
RHR	GDAP1L1
RHR	GDF15
RHR	GDPD4
RHR	GDPD5
RHR	GEM
RHR	GFPT1
RHR	GGCX
RHR	GGNBP2
RHR	GGT7
RHR	GHSR
RHR	GID4
RHR	GIP
RHR	GIPR
RHR	GIT1
RHR	GJC3
RHR	GK5
RHR	GKAP1
RHR	GLI1
RHR	GLI3
RHR	GLP1R
RHR	GLRX2
RHR	GLS2
RHR	GLT6D1
RHR	GLTPD2
RHR	GLUD1P3
RHR	GLYR1
RHR	GMPPB
RHR	GNAI3
RHR	GNAQ
RHR	GNAT2
RHR	GNG7
RHR	GNGT2
RHR	GNL2
RHR	GOLGA3
RHR	GOLGA6L4
RHR	GOLPH3L
RHR	GOSR2
RHR	GPATCH11
RHR	GPATCH3
RHR	GPC2
RHR	GPN2
RHR	GPR111
RHR	GPR113
RHR	GPR115
RHR	GPR139
RHR	GPR149
RHR	GPR22
RHR	GPR4
RHR	GPRC5A
RHR	GPRC5D
RHR	GPSM1
RHR	GPX1
RHR	GRHL3
RHR	GRIK4
RHR	GRK4
RHR	GRK7
RHR	GRM4
RHR	GSS
RHR	GSTM1
RHR	GSTM2
RHR	GSTT2
RHR	GTSE1-AS1
RHR	GUCY1A3
RHR	GUCY1B3
RHR	GUSBP4
RHR	GUSBP5
RHR	GXYLT2
RHR	H1FNT
RHR	H1FOO
RHR	H2AFX
RHR	HADHB
RHR	HAUS4
RHR	HAUS6
RHR	HAUS8
RHR	HBP1
RHR	HBS1L
RHR	HDAC3
RHR	HDAC9
RHR	HDDC3
RHR	HDGFL1
RHR	HEATR1
RHR	HEATR5B
RHR	HECTD4
RHR	HERC1
RHR	HGFAC
RHR	HHAT
RHR	HHIPL1
RHR	HHIPL2
RHR	HINFP
RHR	HIPK1
RHR	HLA-B
RHR	HMBS
RHR	HMG20A
RHR	HMGB3P1
RHR	HMGCR
RHR	HMGN2
RHR	HN1L
RHR	HNF1A
RHR	HNF1A-AS1
RHR	HNRNPUL1
RHR	HORMAD1
RHR	HORMAD2
RHR	HOXB-AS5
RHR	HOXB13
RHR	HOXC4
RHR	HP
RHR	HP07349
RHR	HPGDS
RHR	HPR
RHR	HRC
RHR	HSD17B12
RHR	HSD52
RHR	HSDL2
RHR	HSF2BP
RHR	HSPA12A
RHR	HSPB2-C11orf52
RHR	HSPB9
RHR	HTR1F
RHR	HTRA1
RHR	HTT
RHR	HTT-AS1
RHR	HYI
RHR	HYOU1
RHR	IAH1
RHR	ICA1L
RHR	IER5L
RHR	IFT140
RHR	IFT52
RHR	IGBP1P1
RHR	IGF2BP1
RHR	IGF2R
RHR	IGFBP7
RHR	IGSF9
RHR	IKZF2
RHR	IL12RB1
RHR	IL18RAP
RHR	IL20RB
RHR	IL6R
RHR	ILF3
RHR	ILF3-AS1
RHR	IMMT
RHR	INA
RHR	ING1
RHR	INHBC
RHR	INHBE
RHR	INO80
RHR	INPP5A
RHR	INPP5B
RHR	INPP5E
RHR	INSIG2
RHR	INSL3
RHR	INTS1
RHR	INTS10
RHR	INTS8
RHR	IP6K1
RHR	IP6K3
RHR	IPO13
RHR	IPO9
RHR	IRF1
RHR	IST1
RHR	ISYNA1
RHR	ITGB3
RHR	ITGB5
RHR	ITPK1
RHR	ITPK1-AS1
RHR	ITPKA
RHR	ITPR3
RHR	ITSN2
RHR	JAK3
RHR	JAZF1
RHR	JAZF1-AS1
RHR	JHDM1D
RHR	JMJD6
RHR	JPH2
RHR	KALRN
RHR	KANK2
RHR	KANK3
RHR	KARS
RHR	KAT2A
RHR	KAT5
RHR	KCNA7
RHR	KCNE2
RHR	KCNH2
RHR	KCNH4
RHR	KCNK3
RHR	KCNK5
RHR	KCNK6
RHR	KCNK7
RHR	KDELR2
RHR	KDM2B
RHR	KDM3B
RHR	KDM4B
RHR	KIAA0040
RHR	KIAA0391
RHR	KIAA0922
RHR	KIAA1199
RHR	KIAA1217
RHR	KIAA1324
RHR	KIAA1462
RHR	KIAA1656
RHR	KIF13B
RHR	KIF14
RHR	KLC1
RHR	KLF4
RHR	KLHDC10
RHR	KLHL25
RHR	KLHL29
RHR	KLHL35
RHR	KLHL42
RHR	KPNA2
RHR	KPNB1
RHR	KRI1
RHR	KY
RHR	LAMA5
RHR	LAMC1
RHR	LAMTOR2
RHR	LAMTOR4
RHR	LARP1B
RHR	LAYN
RHR	LCA5L
RHR	LCN1
RHR	LCOR
RHR	LCORL
RHR	LDB3
RHR	LDLR
RHR	LGALS8
RHR	LGALS8-AS1
RHR	LGI3
RHR	LHFPL2
RHR	LHFPL5
RHR	LIF
RHR	LIN28A
RHR	LIN7B
RHR	LINC00094
RHR	LINC00114
RHR	LINC00176
RHR	LINC00189
RHR	LINC00340
RHR	LINC00423
RHR	LINC00547
RHR	LINC00568
RHR	LINC00595
RHR	LINC00648
RHR	LINC00657
RHR	LINC00664
RHR	LINC00669
RHR	LINC00671
RHR	LINC00674
RHR	LINC00678
RHR	LINC00840
RHR	LINC00841
RHR	LINC00856
RHR	LINC00857
RHR	LINC00880
RHR	LINC00881
RHR	LINC00895
RHR	LINC00910
RHR	LINC00936
RHR	LINGO4
RHR	LIPA
RHR	LIPC
RHR	LMAN1
RHR	LMAN1L
RHR	LMNA
RHR	LMOD1
RHR	LNPEP
RHR	LOC100128505
RHR	LOC100129534
RHR	LOC100129726
RHR	LOC100130357
RHR	LOC100130539
RHR	LOC100130954
RHR	LOC100131060
RHR	LOC100131138
RHR	LOC100132111
RHR	LOC100133985
RHR	LOC100240734
RHR	LOC100240735
RHR	LOC100287177
RHR	LOC100288142
RHR	LOC100505495
RHR	LOC100505633
RHR	LOC100505658
RHR	LOC100505806
RHR	LOC100506054
RHR	LOC100506178
RHR	LOC100506368
RHR	LOC100506393
RHR	LOC100506403
RHR	LOC100506810
RHR	LOC100508120
RHR	LOC100630918
RHR	LOC100631378
RHR	LOC100652824
RHR	LOC101559451
RHR	LOC221122
RHR	LOC284889
RHR	LOC285696
RHR	LOC285847
RHR	LOC286135
RHR	LOC388553
RHR	LOC400043
RHR	LOC400958
RHR	LOC401324
RHR	LOC440028
RHR	LOC440040
RHR	LOC440335
RHR	LOC441601
RHR	LOC553103
RHR	LOC641367
RHR	LOC642423
RHR	LOC642852
RHR	LOC644554
RHR	LOC645513
RHR	LOC646736
RHR	LOC646813
RHR	LOC646938
RHR	LOC728012
RHR	LOC728989
RHR	LOC729020
RHR	LOC729603
RHR	LOC90784
RHR	LOX
RHR	LOXL1
RHR	LOXL1-AS1
RHR	LOXL4
RHR	LPA
RHR	LPAL2
RHR	LPCAT3
RHR	LPIN3
RHR	LPL
RHR	LPP
RHR	LPPR2
RHR	LRCH1
RHR	LRP1
RHR	LRP10
RHR	LRP1B
RHR	LRP5
RHR	LRPAP1
RHR	LRPPRC
RHR	LRRC10B
RHR	LRRC16A
RHR	LRRC23
RHR	LRRC25
RHR	LRRC37B
RHR	LRRC37BP1
RHR	LRRC48
RHR	LRRC71
RHR	LSAMP
RHR	LSM4
RHR	LTBP3
RHR	LTF
RHR	LTK
RHR	LUST
RHR	LYRM2
RHR	LYRM4
RHR	LYSMD1
RHR	MACC1
RHR	MAD1L1
RHR	MAD2L1
RHR	MAEA
RHR	MAFK
RHR	MAGI1
RHR	MAGI3
RHR	MALAT1
RHR	MAN2A2
RHR	MANEAL
RHR	MANSC4
RHR	MAP1S
RHR	MAP3K11
RHR	MAP3K2
RHR	MAP3K4
RHR	MAP3K7CL
RHR	MAP4
RHR	MAP6
RHR	MAPK8IP3
RHR	MAPKAP1
RHR	MAPKAPK5
RHR	MAPKAPK5-AS1
RHR	MAPT-AS1
RHR	MARCH2
RHR	MARK3
RHR	MARK4
RHR	MARS
RHR	MARVELD3
RHR	MAST3
RHR	MAST4
RHR	MAT1A
RHR	MAT2A
RHR	MATR3
RHR	MB
RHR	MBD2
RHR	MBTD1
RHR	MCF2L
RHR	MCF2L-AS1
RHR	MCHR2
RHR	MCL1
RHR	MDGA2
RHR	MDH1
RHR	MEAF6
RHR	MED11
RHR	MED15
RHR	MED22
RHR	MED8
RHR	MEOX1
RHR	MERTK
RHR	METTL23
RHR	METTL8
RHR	MEX3A
RHR	MFSD11
RHR	MGC34034
RHR	MGLL
RHR	MIA3
RHR	MICA
RHR	MIEN1
RHR	MIER3
RHR	MIF
RHR	MINOS1P1
RHR	MIR1-1
RHR	MIR1204
RHR	MIR1226
RHR	MIR1228
RHR	MIR1231
RHR	MIR1238
RHR	MIR1252
RHR	MIR1272
RHR	MIR1275
RHR	MIR1276
RHR	MIR1278
RHR	MIR128-2
RHR	MIR1283-2
RHR	MIR1284
RHR	MIR129-2
RHR	MIR1301
RHR	MIR133A2
RHR	MIR140
RHR	MIR141
RHR	MIR153-1
RHR	MIR185
RHR	MIR1908
RHR	MIR197
RHR	MIR1976
RHR	MIR199A1
RHR	MIR200C
RHR	MIR3134
RHR	MIR3148
RHR	MIR3150A
RHR	MIR3150B
RHR	MIR3170
RHR	MIR3184
RHR	MIR3185
RHR	MIR3189
RHR	MIR330
RHR	MIR33B
RHR	MIR34B
RHR	MIR34C
RHR	MIR3656
RHR	MIR3714
RHR	MIR371B
RHR	MIR372
RHR	MIR373
RHR	MIR3925
RHR	MIR3936
RHR	MIR3941
RHR	MIR423
RHR	MIR4257
RHR	MIR4265
RHR	MIR4278
RHR	MIR4432
RHR	MIR4443
RHR	MIR4462
RHR	MIR4488
RHR	MIR4489
RHR	MIR4513
RHR	MIR4654
RHR	MIR4655
RHR	MIR4658
RHR	MIR4693
RHR	MIR4700
RHR	MIR4707
RHR	MIR4728
RHR	MIR4741
RHR	MIR4747
RHR	MIR4748
RHR	MIR4758
RHR	MIR4761
RHR	MIR4772
RHR	MIR4788
RHR	MIR4999
RHR	MIR499A
RHR	MIR499B
RHR	MIR5000
RHR	MIR5089
RHR	MIR516A1
RHR	MIR516A2
RHR	MIR516B1
RHR	MIR516B2
RHR	MIR517B
RHR	MIR517C
RHR	MIR5188
RHR	MIR518A1
RHR	MIR518A2
RHR	MIR518D
RHR	MIR518E
RHR	MIR5191
RHR	MIR5193
RHR	MIR519A1
RHR	MIR519A2
RHR	MIR520D
RHR	MIR520G
RHR	MIR520H
RHR	MIR521-1
RHR	MIR522
RHR	MIR526A2
RHR	MIR527
RHR	MIR548A2
RHR	MIR548AI
RHR	MIR548K
RHR	MIR548Q
RHR	MIR548Y
RHR	MIR554
RHR	MIR5581
RHR	MIR5690
RHR	MIR5698
RHR	MIR581
RHR	MIR602
RHR	MIR614
RHR	MIR635
RHR	MIR636
RHR	MIR638
RHR	MIR642A
RHR	MIR642B
RHR	MIR670
RHR	MIR765
RHR	MITF
RHR	MKL1
RHR	MLH3
RHR	MME
RHR	MMP14
RHR	MND1
RHR	MNF1
RHR	MNS1
RHR	MON1A
RHR	MORF4L1
RHR	MORN1
RHR	MPL
RHR	MPLKIP
RHR	MRAS
RHR	MRPL45P2
RHR	MRPL52
RHR	MRPL9
RHR	MRPS17
RHR	MRPS33
RHR	MRPS35
RHR	MSANTD1
RHR	MSI2
RHR	MSL2
RHR	MST1
RHR	MST1R
RHR	MTAP
RHR	MTERFD1
RHR	MTF1
RHR	MTFP1
RHR	MTHFR
RHR	MTHFSD
RHR	MTMR3
RHR	MTUS2
RHR	MVB12B
RHR	MXI1
RHR	MXRA7
RHR	MYBL2
RHR	MYBPHL
RHR	MYC
RHR	MYH11
RHR	MYH7B
RHR	MYL2
RHR	MYL7
RHR	MYLK4
RHR	MYO15A
RHR	MYO19
RHR	MYO7A
RHR	MYO9B
RHR	MYOZ2
RHR	MZB1
RHR	N4BP2L1
RHR	N4BP2L2
RHR	N4BP2L2-IT2
RHR	NAA20
RHR	NAA25
RHR	NAB2
RHR	NACAD
RHR	NAGA
RHR	NANOS1
RHR	NARF
RHR	NAT2
RHR	NAV1
RHR	NBEAL1
RHR	NBPF10
RHR	NBPF12
RHR	NCALD
RHR	NCAPG
RHR	NCK1
RHR	NCOA1
RHR	NCOA6
RHR	NDNL2
RHR	NDST2
RHR	NDUFA4L2
RHR	NDUFA6
RHR	NDUFA6-AS1
RHR	NDUFAF1
RHR	NDUFAF6
RHR	NDUFAF7
RHR	NDUFB1
RHR	NEDD4
RHR	NEGR1
RHR	NEIL2
RHR	NEK8
RHR	NEK9
RHR	NEURL
RHR	NEURL2
RHR	NEUROD1
RHR	NEUROD2
RHR	NF2
RHR	NFAT5
RHR	NFS1
RHR	NFU1
RHR	NGF
RHR	NIPAL3
RHR	NIPAL4
RHR	NIPSNAP3B
RHR	NLRP11
RHR	NLRP12
RHR	NLRP4
RHR	NLRP6
RHR	NME1
RHR	NME2
RHR	NME6
RHR	NME7
RHR	NME9
RHR	NOA1
RHR	NOB1
RHR	NOP58
RHR	NOS1AP
RHR	NOS3
RHR	NOSIP
RHR	NOX4
RHR	NPAS3
RHR	NPBWR2
RHR	NPC1
RHR	NPEPPS
RHR	NPHP3
RHR	NPHP3-ACAD11
RHR	NPHP3-AS1
RHR	NPPA
RHR	NPPA-AS1
RHR	NPR3
RHR	NQO1
RHR	NR2C1
RHR	NR2C2
RHR	NRCAM
RHR	NREP
RHR	NREP-AS1
RHR	NRON
RHR	NRP1
RHR	NRP2
RHR	NRXN1
RHR	NSF
RHR	NSRP1
RHR	NT5C2
RHR	NTN4
RHR	NTRK1
RHR	NUDT5
RHR	NUP160
RHR	NUSAP1
RHR	NXNL2
RHR	NXPH4
RHR	OASL
RHR	OAZ2
RHR	OAZ3
RHR	OBFC1
RHR	OBP2A
RHR	OBP2B
RHR	OBSCN
RHR	ODF3
RHR	OIP5
RHR	OIP5-AS1
RHR	OLR1
RHR	OPA3
RHR	OPRL1
RHR	OPRM1
RHR	OR10AD1
RHR	OR10AG1
RHR	OR10G2
RHR	OR2AE1
RHR	OR4B1
RHR	OR4C15
RHR	OR4C16
RHR	OR4C3
RHR	OR4C45
RHR	OR4C46
RHR	OR4E2
RHR	OR4S1
RHR	OR4X2
RHR	OR52E4
RHR	OR56A3
RHR	OR56A5
RHR	OR5AS1
RHR	OR5D16
RHR	OR5D18
RHR	OR5F1
RHR	OR5L1
RHR	OR5L2
RHR	OR5M10
RHR	OR5M11
RHR	OR7E14P
RHR	OR7E5P
RHR	OR8H2
RHR	OR8H3
RHR	OR8I2
RHR	OR8U8
RHR	OSBPL2
RHR	OSBPL5
RHR	OSER1
RHR	OSER1-AS1
RHR	OSM
RHR	OVOL1
RHR	OXA1L
RHR	OXT
RHR	PABPC1
RHR	PACSIN1
RHR	PAEP
RHR	PAFAH1B1
RHR	PAFAH1B2
RHR	PAFAH2
RHR	PAIP2
RHR	PAK1
RHR	PALLD
RHR	PAPD7
RHR	PARP1
RHR	PARP12
RHR	PARVA
RHR	PARVB
RHR	PARVG
RHR	PBX1
RHR	PBX3
RHR	PCBP1
RHR	PCBP1-AS1
RHR	PCCB
RHR	PCDH10
RHR	PCDH18
RHR	PCF11
RHR	PCGF6
RHR	PCIF1
RHR	PCNX
RHR	PDE1A
RHR	PDE1C
RHR	PDE4B
RHR	PDE5A
RHR	PDE8A
RHR	PDGFD
RHR	PDGFRA
RHR	PDLIM4
RHR	PDLIM5
RHR	PDS5B
RHR	PDSS2
RHR	PDXDC2P
RHR	PDXK
RHR	PEAR1
RHR	PECAM1
RHR	PEMT
RHR	PEPD
RHR	PFN4
RHR	PGAP3
RHR	PGF
RHR	PGPEP1
RHR	PHACTR1
RHR	PHB
RHR	PHB2
RHR	PHF19
RHR	PHF20
RHR	PHKG1
RHR	PHLPP2
RHR	PHOSPHO1
RHR	PHTF1
RHR	PHYHIP
RHR	PID1
RHR	PIF1
RHR	PIGW
RHR	PIH1D2
RHR	PIK3CB
RHR	PIK3R1
RHR	PIP4K2A
RHR	PIP5K1A
RHR	PIPSL
RHR	PKD1L3
RHR	PKDREJ
RHR	PKHD1
RHR	PLAC9
RHR	PLCE1
RHR	PLCE1-AS1
RHR	PLCG1
RHR	PLCG2
RHR	PLCL2
RHR	PLEKHA1
RHR	PLEKHA7
RHR	PLEKHF2
RHR	PLEKHG1
RHR	PLEKHH2
RHR	PLEKHH3
RHR	PLG
RHR	PLTP
RHR	PLXNC1
RHR	PLXND1
RHR	PMFBP1
RHR	PMPCA
RHR	PNLIPRP1
RHR	PNLIPRP2
RHR	PNMT
RHR	POC1B
RHR	POC1B-GALNT4
RHR	PODXL2
RHR	POFUT2
RHR	POLD2
RHR	POLI
RHR	POLR1A
RHR	POLR2B
RHR	POLR2C
RHR	POLR2K
RHR	POM121L4P
RHR	PON2
RHR	POP5
RHR	POU2F3
RHR	PPAP2B
RHR	PPARA
RHR	PPARG
RHR	PPCS
RHR	PPFIA1
RHR	PPFIA2
RHR	PPFIA3
RHR	PPIC
RHR	PPIH
RHR	PPP1R14A
RHR	PPP1R1B
RHR	PPP1R32
RHR	PPP1R3G
RHR	PPP2R2A
RHR	PPP2R3A
RHR	PPP2R3C
RHR	PPP2R4
RHR	PRAC
RHR	PRDM16
RHR	PRDM5
RHR	PRDM8
RHR	PREX1
RHR	PRIM2
RHR	PRKAR1A
RHR	PRKAR2B
RHR	PRKCD
RHR	PRKCE
RHR	PRKCSH
RHR	PRKD3
RHR	PRKG1
RHR	PRMT10
RHR	PRMT5
RHR	PROB1
RHR	PROCR
RHR	PROX2
RHR	PRPF40A
RHR	PRPF6
RHR	PRPH2
RHR	PRR12
RHR	PRRG2
RHR	PRSS23
RHR	PRTFDC1
RHR	PSG3
RHR	PSG6
RHR	PSG7
RHR	PSMA3
RHR	PSMA5
RHR	PSMA6
RHR	PSMB6
RHR	PSMC3
RHR	PSMD13
RHR	PSMD4
RHR	PSMG3
RHR	PSMG3-AS1
RHR	PSORS1C1
RHR	PSORS1C2
RHR	PSPH
RHR	PSRC1
RHR	PTAFR
RHR	PTBP3
RHR	PTCD3
RHR	PTDSS1
RHR	PTGES3L
RHR	PTGES3L-AARSD1
RHR	PTK2B
RHR	PTPN11
RHR	PTPN22
RHR	PTPN6
RHR	PTPRJ
RHR	PTPRN
RHR	PTRF
RHR	PTRHD1
RHR	PUM2
RHR	PVRIG
RHR	PVRL2
RHR	PVT1
RHR	PXDN
RHR	QPCT
RHR	QPCTL
RHR	QTRT1
RHR	R3HCC1L
RHR	R3HDM2
RHR	RAB11B
RHR	RAB11B-AS1
RHR	RAB23
RHR	RAB25
RHR	RAB27B
RHR	RAB3D
RHR	RAB3IL1
RHR	RAB44
RHR	RAB5C
RHR	RAC1
RHR	RAD51B
RHR	RAI1
RHR	RAP1GAP
RHR	RAPGEF4
RHR	RAPGEF5
