cluster	gene
FN-BMD	TRPC7
FN-BMD	TRPS1
FN-BMD	TSC22D2
FN-BMD	TTC21B
FN-BMD	UBTF
FN-BMD	UGCG
FN-BMD	USP38
FN-BMD	USP5
FN-BMD	VAV1
FN-BMD	VILL
FN-BMD	VPS4B
FN-BMD	VTRNA2-1
FN-BMD	VWC2L
FN-BMD	VWC2L-IT1
FN-BMD	WDR88
FN-BMD	WLS
FN-BMD	WNT16
FN-BMD	WNT2B
FN-BMD	WNT4
FN-BMD	WWOX
FN-BMD	XXYLT1
FN-BMD	XXYLT1-AS2
FN-BMD	YPEL4
FN-BMD	ZCCHC4
FN-BMD	ZDHHC5
FN-BMD	ZNF408
FN-BMD	ZNRF4
HEIGHT	ABCB11
HEIGHT	ABHD4
HEIGHT	ADAMTS13
HEIGHT	ADAP2
HEIGHT	ADCY5
HEIGHT	ADO
HEIGHT	ALDH1B1
HEIGHT	ALDH8A1
HEIGHT	ANK1
HEIGHT	ANKFY1
HEIGHT	ANKRD27
HEIGHT	ANPEP
HEIGHT	AP3B2
HEIGHT	APEH
HEIGHT	APRT
HEIGHT	ARHGAP20
HEIGHT	ARHGAP42
HEIGHT	ARPC5L
HEIGHT	ARVCF
HEIGHT	ASH1L
HEIGHT	ASH1L-AS1
HEIGHT	ATAD2B
HEIGHT	ATAD5
HEIGHT	ATHL1
HEIGHT	ATL1
HEIGHT	ATP11A
HEIGHT	ATP5L2
HEIGHT	ATP8A2
HEIGHT	AXIN1
HEIGHT	B3GNTL1
HEIGHT	BAZ1B
HEIGHT	BBX
HEIGHT	BCAR4
HEIGHT	BCL7C
HEIGHT	BET1L
HEIGHT	BNC2
HEIGHT	BOK
HEIGHT	BOK-AS1
HEIGHT	BPTF
HEIGHT	BSN
HEIGHT	C12orf5
HEIGHT	C13orf35
HEIGHT	C15orf26
HEIGHT	C15orf38-AP3S2
HEIGHT	C1S
HEIGHT	C2orf44
HEIGHT	C6orf15
HEIGHT	CACFD1
HEIGHT	CAGE1
HEIGHT	CAMK2B
HEIGHT	CCDC162P
HEIGHT	CCHCR1
HEIGHT	CCND2
HEIGHT	CD164
HEIGHT	CD46
HEIGHT	CD81
HEIGHT	CDC123
HEIGHT	CDH1
HEIGHT	CDKAL1
HEIGHT	CDKN2B-AS1
HEIGHT	CDSN
HEIGHT	CDT1
HEIGHT	CEACAM18
HEIGHT	CEP57L1
HEIGHT	CLK2
HEIGHT	CNTNAP2
HEIGHT	COBLL1
HEIGHT	COL2A1
HEIGHT	COMT
HEIGHT	CPEB1
HEIGHT	CR1L
HEIGHT	CRLF3
HEIGHT	CRYBA1
HEIGHT	CTNNA3
HEIGHT	CWH43
HEIGHT	CYB5R3
HEIGHT	DAD1
HEIGHT	DAGLA
HEIGHT	DCDC1
HEIGHT	DCUN1D4
HEIGHT	DHRS13
HEIGHT	DHTKD1
HEIGHT	DKFZP434K028
HEIGHT	DMRT2
HEIGHT	DNAJC24
HEIGHT	E2F3
HEIGHT	EGR2
HEIGHT	EMG1
HEIGHT	EML2
HEIGHT	ERGIC2
HEIGHT	ERP29
HEIGHT	EYS
HEIGHT	FADS1
HEIGHT	FADS2
HEIGHT	FADS3
HEIGHT	FAM114A2
HEIGHT	FAM189B
HEIGHT	FAM222B
HEIGHT	FAM46C
HEIGHT	FAM65B
HEIGHT	FAR2
HEIGHT	FBXO46
HEIGHT	FDPS
HEIGHT	FEN1
HEIGHT	FKBP1B
HEIGHT	FLJ30403
HEIGHT	FLOT2
HEIGHT	FLRT1
HEIGHT	FNDC3B
HEIGHT	FOXK2
HEIGHT	FREM3
HEIGHT	FTO
HEIGHT	FZD9
HEIGHT	G6PC2
HEIGHT	GAB2
HEIGHT	GADL1
HEIGHT	GALNS
HEIGHT	GALNT10
HEIGHT	GAS6
HEIGHT	GAS6-AS1
HEIGHT	GCK
HEIGHT	GIPR
HEIGHT	GNA14
HEIGHT	GOLGA1
HEIGHT	GPX1
HEIGHT	GRB14
HEIGHT	GRHL2
HEIGHT	GRM7
HEIGHT	GTF2A1L
HEIGHT	GYPA
HEIGHT	GYPE
HEIGHT	H1FNT
HEIGHT	HBS1L
HEIGHT	HCN3
HEIGHT	HEATR5B
HEIGHT	HECTD4
HEIGHT	HFE
HEIGHT	HIST1H1A
HEIGHT	HIST1H1C
HEIGHT	HIST1H1E
HEIGHT	HIST1H1T
HEIGHT	HIST1H2AB
HEIGHT	HIST1H2AC
HEIGHT	HIST1H2BB
HEIGHT	HIST1H2BC
HEIGHT	HIST1H2BD
HEIGHT	HIST1H2BI
HEIGHT	HIST1H3A
HEIGHT	HIST1H3B
HEIGHT	HIST1H3C
HEIGHT	HIST1H3G
HEIGHT	HIST1H4A
HEIGHT	HIST1H4B
HEIGHT	HIST1H4C
HEIGHT	HIST1H4H
HEIGHT	HIVEP3
HEIGHT	HK1
HEIGHT	HKDC1
HEIGHT	HMG20A
HEIGHT	HMGA2
HEIGHT	HYALP1
HEIGHT	IDE
HEIGHT	IL2RB
HEIGHT	IMMP1L
HEIGHT	IMMT
HEIGHT	ITFG3
HEIGHT	JMJD1C
HEIGHT	JMJD1C-AS1
HEIGHT	KCTD17
HEIGHT	KIF11
HEIGHT	KIF16B
HEIGHT	KLB
HEIGHT	KLHL29
HEIGHT	KSR2
HEIGHT	LAPTM5
HEIGHT	LEPR
HEIGHT	LIAS
HEIGHT	LINC00410
HEIGHT	LINC00598
HEIGHT	LINC00885
HEIGHT	LOC100132078
HEIGHT	LOC100287177
HEIGHT	LOC100506394
HEIGHT	LOC100996634
HEIGHT	LOC283692
HEIGHT	LOC283693
HEIGHT	LOC338963
HEIGHT	LOC401127
HEIGHT	LOC440028
HEIGHT	LOC645434
HEIGHT	LOC729950
HEIGHT	LPCAT3
HEIGHT	LRRC16A
HEIGHT	LRRC46
HEIGHT	LRRC48
HEIGHT	LRRC66
HEIGHT	LRRTM3
HEIGHT	LUC7L
HEIGHT	LYZL1
HEIGHT	MACROD1
HEIGHT	MADD
HEIGHT	MAP4K5
HEIGHT	MATN1
HEIGHT	MATN1-AS1
HEIGHT	MFAP3
HEIGHT	MFSD2B
HEIGHT	MICAL1
HEIGHT	MIR1296
HEIGHT	MIR141
HEIGHT	MIR1908
HEIGHT	MIR200C
HEIGHT	MIR29C
HEIGHT	MIR330
HEIGHT	MIR33B
HEIGHT	MIR3662
HEIGHT	MIR4294
HEIGHT	MIR4420
HEIGHT	MIR4519
HEIGHT	MIR4761
HEIGHT	MIR4779
HEIGHT	MIR486
HEIGHT	MIR5094
HEIGHT	MIR548H4
HEIGHT	MIR555
HEIGHT	MIR611
HEIGHT	MIR642A
HEIGHT	MIR642B
HEIGHT	MPST
HEIGHT	MRPL10
HEIGHT	MRPL35
HEIGHT	MST1
HEIGHT	MTNR1B
HEIGHT	MYBPC3
HEIGHT	MYRF
HEIGHT	NAA25
HEIGHT	NARR
HEIGHT	NEK8
HEIGHT	NKX6-3
HEIGHT	NLRP6
HEIGHT	NOSTRIN
HEIGHT	NOX5
HEIGHT	NR1H3
HEIGHT	NRBF2
HEIGHT	NTNG1
HEIGHT	NUDT5
HEIGHT	NUFIP2
HEIGHT	OCIAD2
HEIGHT	ODF3
HEIGHT	OR10K1
HEIGHT	OR10R2
HEIGHT	OR10X1
HEIGHT	OR10Z1
HEIGHT	OR6K2
HEIGHT	OR6K3
HEIGHT	OR6K6
HEIGHT	OR6N1
HEIGHT	OR6P1
HEIGHT	OR6Y1
HEIGHT	OSBPL7
HEIGHT	OTOG
HEIGHT	OVCH1-AS1
HEIGHT	PCYT1A
HEIGHT	PDCD5
HEIGHT	PDIA2
HEIGHT	PDX1
HEIGHT	PEAK1
HEIGHT	PFKM
HEIGHT	PHB2
HEIGHT	PHF12
HEIGHT	PIEZO1
HEIGHT	PKLR
HEIGHT	PLD1
HEIGHT	PLXDC2
HEIGHT	POLDIP3
HEIGHT	POU2AF1
HEIGHT	POU5F1
HEIGHT	PPARG
HEIGHT	PPIL6
HEIGHT	PPP1R21
HEIGHT	PRKAG2
HEIGHT	PROCA1
HEIGHT	PSEN1
HEIGHT	PSMD13
HEIGHT	PSORS1C1
HEIGHT	PSORS1C2
HEIGHT	PTCD2
HEIGHT	PTCD3
HEIGHT	PTPN11
HEIGHT	PTPN6
HEIGHT	PURG
HEIGHT	QPCTL
HEIGHT	R3HCC1L
HEIGHT	R3HDM2
HEIGHT	RAB34
HEIGHT	RAB40B
HEIGHT	RAI1
HEIGHT	REXO4
HEIGHT	RGS11
HEIGHT	RHOA
HEIGHT	RIC8A
HEIGHT	RNF123
HEIGHT	RNF40
HEIGHT	RNLS
HEIGHT	RNU12
HEIGHT	ROBO1
HEIGHT	RPH3A
HEIGHT	RPL23A
HEIGHT	RPL23AP32
HEIGHT	RPL9
HEIGHT	RPS17L
HEIGHT	RRP7B
HEIGHT	RSL1D1
HEIGHT	RTN4
HEIGHT	RUSC1
HEIGHT	RUSC1-AS1
HEIGHT	SBF2
HEIGHT	SBF2-AS1
HEIGHT	SBK1
HEIGHT	SCAI
HEIGHT	SCAMP3
HEIGHT	SCARNA12
HEIGHT	SCGB1C1
HEIGHT	SCRN2
HEIGHT	SEC61A2
HEIGHT	SENP1
HEIGHT	SERHL2
HEIGHT	SESN3
HEIGHT	SEZ6
HEIGHT	SGCB
HEIGHT	SGPP1
HEIGHT	SH3GL3
HEIGHT	SIGLEC12
HEIGHT	SIGLEC5
HEIGHT	SIGLEC6
HEIGHT	SIGLEC8
HEIGHT	SIRT3
HEIGHT	SLC12A8
HEIGHT	SLC17A2
HEIGHT	SLC20A2
HEIGHT	SLC25A26
HEIGHT	SLC25A47
HEIGHT	SLC2A2
HEIGHT	SLC2A6
HEIGHT	SLC30A8
HEIGHT	SLC39A13
HEIGHT	SLC51A
HEIGHT	SMCR5
HEIGHT	SMIM19
HEIGHT	SMPD2
HEIGHT	SMPD3
HEIGHT	SNORA70F
HEIGHT	SNORD42A
HEIGHT	SNORD42B
HEIGHT	SNORD4A
HEIGHT	SNORD4B
HEIGHT	SNORD94
HEIGHT	SNRPD2
HEIGHT	SNX13
HEIGHT	SP6
HEIGHT	SPATA18
HEIGHT	SPC25
HEIGHT	SPI1
HEIGHT	SPTA1
HEIGHT	SPTBN1
HEIGHT	SREBF1
HEIGHT	SREK1
HEIGHT	SRGN
HEIGHT	SSR1
HEIGHT	STK10
HEIGHT	STON1
HEIGHT	STON1-GTF2A1L
HEIGHT	STRN
HEIGHT	SUPV3L1
HEIGHT	SV2C
HEIGHT	SWAP70
HEIGHT	SYN2
HEIGHT	TBCD
HEIGHT	TCF19
HEIGHT	TEFM
HEIGHT	TEX33
HEIGHT	THADA
HEIGHT	THAP4
HEIGHT	TIMP4
HEIGHT	TLCD1
HEIGHT	TMEM106C
HEIGHT	TMEM116
HEIGHT	TMEM132D
HEIGHT	TMEM255B
HEIGHT	TMEM258
HEIGHT	TMPRSS6
HEIGHT	TNIK
HEIGHT	TOM1L2
HEIGHT	TRAF4
HEIGHT	TRAFD1
HEIGHT	TRIB1
HEIGHT	TRIM38
HEIGHT	TRPM5
HEIGHT	TSEN2
HEIGHT	TSPAN3
HEIGHT	TSSC4
HEIGHT	TST
HEIGHT	TXNRD2
HEIGHT	UBE2G1
HEIGHT	UBXN2A
HEIGHT	USP4
HEIGHT	VPS13A
HEIGHT	VPS13A-AS1
HEIGHT	VPS26A
HEIGHT	VSTM4
HEIGHT	WARS
HEIGHT	WASL
HEIGHT	WDFY4
HEIGHT	WDR25
HEIGHT	WDR45B
HEIGHT	WWOX
HEIGHT	XYLT1
HEIGHT	YKT6
HEIGHT	ZBTB24
HEIGHT	ZC3H7A
HEIGHT	ZDHHC19
HEIGHT	ZNF141
HEIGHT	ZNF148
HEIGHT	ZNF175
HEIGHT	ZNF629
HEIGHT	ZNF641
HEIGHT	ZNF732
HEIGHT	ZNF750
HEIGHT	ZZEF1
LS-BMD	AAAS
LS-BMD	ACBD7
LS-BMD	ACSF2
LS-BMD	ACTL7A
LS-BMD	ACTL7B
LS-BMD	ACTN4
LS-BMD	ADAMTS2
LS-BMD	ADIRF
LS-BMD	ADRM1
LS-BMD	AFF3
LS-BMD	AGAP11
LS-BMD	AIFM2
LS-BMD	AKAP11
LS-BMD	AKAP13
LS-BMD	ALDH1A2
LS-BMD	ANHX
LS-BMD	ANKFN1
LS-BMD	ANKFY1
LS-BMD	AQP9
LS-BMD	ARHGAP25
LS-BMD	ARHGAP30
LS-BMD	ASB16
LS-BMD	ASB16-AS1
LS-BMD	ATF7
LS-BMD	ATHL1
LS-BMD	ATPAF2
LS-BMD	ATXN7L3
LS-BMD	AXIN1
LS-BMD	B3GALT1
LS-BMD	BICC1
LS-BMD	BMP7
LS-BMD	BMPR1A
LS-BMD	BOD1
LS-BMD	BTBD16
LS-BMD	C11orf30
LS-BMD	C11orf49
LS-BMD	C12orf10
LS-BMD	C15orf38
LS-BMD	C15orf38-AP3S2
LS-BMD	C17orf105
LS-BMD	C17orf53
LS-BMD	C19orf40
LS-BMD	C1QA
LS-BMD	C1QB
LS-BMD	C1QC
LS-BMD	C21orf67
LS-BMD	C2orf61
LS-BMD	C2orf73
LS-BMD	C3orf83
LS-BMD	C5
LS-BMD	C7orf76
LS-BMD	C8orf12
LS-BMD	CAAP1
LS-BMD	CACNA2D3
LS-BMD	CACNA2D3-AS1
LS-BMD	CALM2
LS-BMD	CAMK2B
LS-BMD	CAPN12
LS-BMD	CCDC170
LS-BMD	CCDC171
LS-BMD	CCDC34
LS-BMD	CCDC86
LS-BMD	CCER1
LS-BMD	CD300E
LS-BMD	CD300LF
LS-BMD	CDC42
LS-BMD	CELA3A
LS-BMD	CELA3B
LS-BMD	CEP89
LS-BMD	CHAD
LS-BMD	CHST8
LS-BMD	CKAP5
LS-BMD	COLEC10
LS-BMD	CPED1
LS-BMD	CPT1A
LS-BMD	CRHR1
LS-BMD	CROCC
LS-BMD	CSGALNACT1
LS-BMD	CSMD3
LS-BMD	CSRNP3
LS-BMD	CTNNA2
LS-BMD	CTNNAL1
LS-BMD	CYB5B
LS-BMD	CYB5D2
LS-BMD	CYP2C8
LS-BMD	CYP2E1
LS-BMD	DCDC1
LS-BMD	DCDC5
LS-BMD	DCLRE1C
LS-BMD	DECR2
LS-BMD	DEPDC1
LS-BMD	DGKQ
LS-BMD	DMP1
LS-BMD	DNM3
LS-BMD	DNMT3A
LS-BMD	DSPP
LS-BMD	DUSP3
LS-BMD	DUSP5
LS-BMD	DYNC1I1
LS-BMD	DYNLT1
LS-BMD	EFR3B
LS-BMD	EIF3K
LS-BMD	EPDR1
LS-BMD	EPHB2
LS-BMD	ERC1
LS-BMD	ERO1LB
LS-BMD	ESPL1
LS-BMD	ESR1
LS-BMD	ETS1
LS-BMD	F11R
LS-BMD	F2
LS-BMD	F5
LS-BMD	FAM133CP
LS-BMD	FAM167A
LS-BMD	FAM187B
LS-BMD	FAM206A
LS-BMD	FAM207A
LS-BMD	FAM3C
LS-BMD	FAM66C
LS-BMD	FAM86FP
LS-BMD	FAM90A1
LS-BMD	FAT3
LS-BMD	FBXL14
LS-BMD	FGF12
LS-BMD	FGFRL1
LS-BMD	FLJ12825
LS-BMD	FLJ30679
LS-BMD	FOXC2
LS-BMD	FOXK1
LS-BMD	FOXL1
LS-BMD	FRG2B
LS-BMD	FXYD1
LS-BMD	FXYD3
LS-BMD	FXYD5
LS-BMD	FXYD7
LS-BMD	GADD45B
LS-BMD	GAK
LS-BMD	GAL
LS-BMD	GALNT3
LS-BMD	GFRAL
LS-BMD	GID4
LS-BMD	GNG12-AS1
LS-BMD	GNG7
LS-BMD	GPATCH1
LS-BMD	GPHB5
LS-BMD	GPR137B
LS-BMD	GPR4
LS-BMD	HCCAT5
LS-BMD	HMGCLL1
LS-BMD	HOXC10
LS-BMD	HOXC11
LS-BMD	HOXC4
LS-BMD	HOXC8
LS-BMD	HOXC9
LS-BMD	HPN
LS-BMD	HPN-AS1
LS-BMD	HRH3
LS-BMD	HSD3BP4
LS-BMD	IBSP
LS-BMD	IDUA
LS-BMD	IFITM1
LS-BMD	IFITM2
LS-BMD	IFITM5
LS-BMD	IKBKAP
LS-BMD	ITGA1
LS-BMD	ITGA2
LS-BMD	ITGA8
LS-BMD	ITGB2
LS-BMD	ITGB2-AS1
LS-BMD	ITGB7
LS-BMD	JAG1
LS-BMD	KANSL1
LS-BMD	KCNMA1
LS-BMD	KLF14
LS-BMD	KLHDC9
LS-BMD	KLHL25
LS-BMD	LAMA5
LS-BMD	LEKR1
LS-BMD	LGALS7
LS-BMD	LGI4
LS-BMD	LGR4
LS-BMD	LHFPL2
LS-BMD	LINC00222
LS-BMD	LINC00339
LS-BMD	LINC00470
LS-BMD	LINC00615
LS-BMD	LINC00622
LS-BMD	LINC00886
LS-BMD	LINC00942
LS-BMD	LOC100134368
LS-BMD	LOC100505875
LS-BMD	LOC100507346
LS-BMD	LOC100652999
LS-BMD	LOC157273
LS-BMD	LOC285593
LS-BMD	LOC339975
LS-BMD	LRP1
LS-BMD	LRP3
LS-BMD	LRP4
LS-BMD	LRP4-AS1
LS-BMD	LRP5
LS-BMD	LRRC48
LS-BMD	LRRC59
LS-BMD	LRRC8D
LS-BMD	LRTM1
LS-BMD	LUC7L
LS-BMD	MAP3K12
LS-BMD	MAP4K1
LS-BMD	MAPT-AS1
LS-BMD	MECOM
LS-BMD	MEIG1
LS-BMD	MEOX1
LS-BMD	MEPE
LS-BMD	MFAP2
LS-BMD	MFSD5
LS-BMD	MIR1208
LS-BMD	MIR1262
LS-BMD	MIR1276
LS-BMD	MIR196A2
LS-BMD	MIR33B
LS-BMD	MIR4684
LS-BMD	MIR4758
LS-BMD	MIR5094
LS-BMD	MIR5582
LS-BMD	MIR615
LS-BMD	MKRN2
LS-BMD	MMRN2
LS-BMD	MPP7
LS-BMD	MRPL28
LS-BMD	MS4A10
LS-BMD	MTHFSD
LS-BMD	MTL5
LS-BMD	MTSS1
LS-BMD	MVB12B
LS-BMD	MYO1A
LS-BMD	NAA11
LS-BMD	NAB2
LS-BMD	NDST3
LS-BMD	NDUFB9
LS-BMD	NEURL1B
LS-BMD	NFATC1
LS-BMD	NLRP6
LS-BMD	NME4
LS-BMD	NME8
LS-BMD	NPFF
LS-BMD	NSF
LS-BMD	NTAN1
LS-BMD	NTRK2
LS-BMD	NUDT19
LS-BMD	OPA3
LS-BMD	OPCML
LS-BMD	OR4B1
LS-BMD	OR4X2
LS-BMD	OR5M10
LS-BMD	OR5M11
LS-BMD	OR8U8
LS-BMD	OSBPL2
LS-BMD	PA2G4P4
LS-BMD	PACRG
LS-BMD	PACRG-AS1
LS-BMD	PAPD7
LS-BMD	PCDH15
LS-BMD	PCDH9
LS-BMD	PDE1A
LS-BMD	PDE3A
LS-BMD	PDIA2
LS-BMD	PDXDC1
LS-BMD	PFDN2
LS-BMD	PFDN5
LS-BMD	PHF19
LS-BMD	PLA2G15
LS-BMD	PLEKHA1
LS-BMD	PLEKHG1
LS-BMD	POMC
LS-BMD	POU6F1
LS-BMD	PPA1
LS-BMD	PPARG
LS-BMD	PPM1N
LS-BMD	PPP6R3
LS-BMD	PRELID2
LS-BMD	PRLR
LS-BMD	PRMT7
LS-BMD	PSMD13
LS-BMD	PTCH1
LS-BMD	PTCHD2
LS-BMD	PTGDR2
LS-BMD	PTPRJ
LS-BMD	PTTG1IP
LS-BMD	PUM1
LS-BMD	PVRL4
LS-BMD	RAB11FIP3
LS-BMD	RAB37
LS-BMD	RAF1
LS-BMD	RAI1
LS-BMD	RARG
LS-BMD	RHOJ
LS-BMD	RHPN2
LS-BMD	RNF139
LS-BMD	RNF152
LS-BMD	RPE65
LS-BMD	RPS6KA5
LS-BMD	RRN3
LS-BMD	RSAD1
LS-BMD	RTN2
LS-BMD	RYK
LS-BMD	SAR1A
LS-BMD	SARDH
LS-BMD	SFRP4
LS-BMD	SGTA
LS-BMD	SHFM1
LS-BMD	SIRT3
LS-BMD	SLC19A2
LS-BMD	SLC1A3
LS-BMD	SLC23A2
LS-BMD	SLC25A13
LS-BMD	SLC26A1
LS-BMD	SLC39A3
LS-BMD	SLC4A1
LS-BMD	SLC4A4
LS-BMD	SLC7A10
LS-BMD	SLC7A6
LS-BMD	SLC7A6OS
LS-BMD	SLC7A9
LS-BMD	SLX4IP
LS-BMD	SMAD3
LS-BMD	SMAD6
LS-BMD	SMC3
LS-BMD	SMCR5
LS-BMD	SNCG
LS-BMD	SNORD67
LS-BMD	SNTG2
LS-BMD	SOST
LS-BMD	SOX5
LS-BMD	SOX6
LS-BMD	SP7
LS-BMD	SPPL2C
LS-BMD	SPRNP1
LS-BMD	SRD5A1
LS-BMD	SREBF1
LS-BMD	SRRM4
LS-BMD	SSPN
LS-BMD	SSR3
LS-BMD	STAT6
LS-BMD	SUPT3H
LS-BMD	SYCE1
LS-BMD	SYN2
LS-BMD	SYTL3
LS-BMD	TACC2
LS-BMD	TARBP2
LS-BMD	TATDN1
LS-BMD	TDH
LS-BMD	TDRD12
LS-BMD	TEC
LS-BMD	TENM4
LS-BMD	TERF2
LS-BMD	TFCP2
LS-BMD	THOP1
LS-BMD	TIAM2
LS-BMD	TIMP4
LS-BMD	TIPARP
LS-BMD	TIPARP-AS1
LS-BMD	TMEM135
LS-BMD	TMEM175
LS-BMD	TMEM194A
LS-BMD	TMEM245
LS-BMD	TMEM8A
LS-BMD	TMUB2
LS-BMD	TNFRSF11A
LS-BMD	TNFRSF11B
LS-BMD	TOM1L2
LS-BMD	TRAF1
LS-BMD	TSEN2
LS-BMD	TSGA13
LS-BMD	TSTD1
LS-BMD	TTC21B
LS-BMD	TXK
LS-BMD	TYSND1
LS-BMD	UBTF
LS-BMD	USF1
LS-BMD	VASP
LS-BMD	VAV2
LS-BMD	WDR70
LS-BMD	WDR88
LS-BMD	WLS
LS-BMD	WNT16
LS-BMD	WNT3
LS-BMD	WNT4
LS-BMD	WNT5B
LS-BMD	WWOX
LS-BMD	XYLT1
LS-BMD	ZFHX3
LS-BMD	ZNF140
LS-BMD	ZNF268
LS-BMD	ZNF554
LS-BMD	ZNF644
LS-BMD	ZNF697
LS-BMD	ZNF804B
LS-BMD	ZNF84
LS-BMD	ZNF891
LS-BMD	ZP1
LS-BMD	ZZEF1
RHR	A4GNT
RHR	AAGAB
RHR	AAK1
RHR	ABCA1
RHR	ABCA8
RHR	ABCB8
RHR	ABCC4
RHR	ABCG5
RHR	ABCG8
RHR	ABHD15
RHR	ABHD17C
RHR	ABI2
RHR	ABI3
RHR	ABO
RHR	ABTB1
RHR	ACAD10
RHR	ACAD11
RHR	ACADS
RHR	ACER2
RHR	ACOX1
RHR	ACPP
RHR	ACSS2
RHR	ACTN1
RHR	ACTN1-AS1
RHR	ACTN2
RHR	ACTR10
RHR	ACTR2
RHR	ACTRT2
RHR	ACYP1
RHR	ADAM10
RHR	ADAM12
RHR	ADAM17
RHR	ADAM19
RHR	ADAM1A
RHR	ADAMTS13
RHR	ADAMTS3
RHR	ADAMTS7
RHR	ADAMTS9
RHR	ADAMTS9-AS2
RHR	ADAMTSL2
RHR	ADAMTSL4
RHR	ADAR
RHR	ADARB1
RHR	ADCY3
RHR	ADCYAP1
RHR	ADD1
RHR	ADH1C
RHR	ADH7
RHR	ADK
RHR	ADO
RHR	ADPGK
RHR	ADPGK-AS1
RHR	ADRA1A
RHR	ADRB1
RHR	ADRM1
RHR	AGAP5
RHR	AGPAT4
RHR	AGT
RHR	AHCY
RHR	AHCYL1
RHR	AHDC1
RHR	AIDA
RHR	AIG1
RHR	AIRN
RHR	AJUBA
RHR	AK5
RHR	AKAP13
RHR	AKIP1
RHR	AKNA
RHR	AKR7A2P1
RHR	ALDH2
RHR	ALG9
RHR	ALKBH3
RHR	ALKBH8
RHR	ALS2CR8
RHR	ALX3
RHR	AMIGO3
RHR	AMPD2
RHR	ANAPC1
RHR	ANAPC13
RHR	ANGPTL4
RHR	ANHX
RHR	ANKRD13B
RHR	ANKRD29
RHR	ANKRD42
RHR	ANKRD6
RHR	ANKS1A
RHR	ANKUB1
RHR	ANXA11
RHR	ANXA2P1
RHR	AP1M2
RHR	AP3M1
RHR	AP4B1
RHR	AP4B1-AS1
RHR	AP5B1
RHR	APEH
RHR	APOA1
RHR	APOA4
RHR	APOA5
RHR	APOB
RHR	APOC1
RHR	APOC1P1
RHR	APOC2
RHR	APOC3
RHR	APOC4-APOC2
RHR	APOE
RHR	APOL6
RHR	ARAP3
RHR	AREL1
RHR	ARFGEF2
RHR	ARHGAP1
RHR	ARHGAP15
RHR	ARHGAP21
RHR	ARHGAP23
RHR	ARHGAP25
RHR	ARHGAP26
RHR	ARHGAP42
RHR	ARHGAP9
RHR	ARHGEF11
RHR	ARHGEF12
RHR	ARHGEF16
RHR	ARHGEF26
RHR	ARHGEF26-AS1
RHR	ARHGEF7
RHR	ARID4A
RHR	ARID5B
RHR	ARIH2
RHR	ARIH2OS
RHR	ARL15
RHR	ARL3
RHR	ARL4D
RHR	ARL6IP6
RHR	ARMC12
RHR	ARMC8
RHR	ARMS2
RHR	ARNT
RHR	ARNTL
RHR	ARPP21
RHR	ARRB1
RHR	ARRB2
RHR	ARRDC5
RHR	ARSG
RHR	ARTN
RHR	ARVCF
RHR	AS3MT
RHR	ASAP2
RHR	ASB4
RHR	ASB8
RHR	ASCL1
RHR	ASIC2
RHR	ASIC3
RHR	ASIP
RHR	ASTN2
RHR	ASZ1
RHR	ATAD2B
RHR	ATG13
RHR	ATG4D
RHR	ATG9B
RHR	ATN1
RHR	ATP1B1
RHR	ATP1B3
RHR	ATP2A3
RHR	ATP2B1
RHR	ATP2B2
RHR	ATP5G1
RHR	ATP5SL
RHR	ATP6V0A1
RHR	ATP6V0B
RHR	ATP6V0CP3
RHR	ATP6V0E1
RHR	ATPAF2
RHR	ATXN2
RHR	ATXN3
RHR	ATXN7L2
RHR	AVP
RHR	AXIN2
RHR	AXL
RHR	AZGP1
RHR	AZGP1P1
RHR	B3GNT1
RHR	B3GNT3
RHR	B3GNT8
RHR	B4GALNT2
RHR	B4GALT1
RHR	B4GALT2
RHR	B9D2
RHR	BAG5
RHR	BAMBI
RHR	BANP
RHR	BBOX1
RHR	BCAM
RHR	BCAP29
RHR	BCAR1
RHR	BCAS3
RHR	BCKDHA
RHR	BCL2
RHR	BCL2L15
RHR	BCL3
RHR	BDNF-AS
RHR	BET1L
RHR	BFSP1
RHR	BLM
RHR	BLMH
RHR	BLOC1S5-TXNDC5
RHR	BLZF1
RHR	BMP1
RHR	BMP10
RHR	BMP6
RHR	BMPR1A
RHR	BMPR1B
RHR	BMPR2
RHR	BMS1P4
RHR	BNC1
RHR	BNC2
RHR	BNIP1
RHR	BPTF
RHR	BRAP
RHR	BRCA2
RHR	BRD3
RHR	BRMS1
RHR	BROX
RHR	BSN
RHR	BSN-AS2
RHR	BTBD16
RHR	BTBD2
RHR	BTBD7
RHR	BTG4
RHR	BUD13
RHR	C10orf105
RHR	C10orf12
RHR	C10orf32-AS3MT
RHR	C10orf82
RHR	C10orf91
RHR	C11orf1
RHR	C11orf24
RHR	C11orf57
RHR	C11orf80
RHR	C11orf88
RHR	C12orf43
RHR	C12orf57
RHR	C12orf68
RHR	C14orf37
RHR	C14orf93
RHR	C15orf26
RHR	C17orf58
RHR	C17orf82
RHR	C18orf54
RHR	C18orf8
RHR	C19orf33
RHR	C19orf38
RHR	C19orf52
RHR	C19orf69
RHR	C19orf73
RHR	C1GALT1
RHR	C1orf122
RHR	C1orf145
RHR	C1orf194
RHR	C1orf21
RHR	C1orf210
RHR	C1R
RHR	C1S
RHR	C20orf166
RHR	C20orf166-AS1
RHR	C20orf201
RHR	C20orf26
RHR	C22orf34
RHR	C2CD2L
RHR	C2CD4D
RHR	C2orf16
